voltage,current,temp,humidity,DEMAND
3.026952653,2.633218965,26.45655351,59,1388.2991
1.967290845,5.747291272,35.91428601,77,1263.3674
8.853940628,1.319171062,35.03137828,75,1249.8193
7.057550816,7.034195261,31.96096714,73,1225.9572
8.993220615,11.65881411,26.46057142,71,1197.0408
7.599640031,11.95975587,33.09623067,64,1164.1552
1.793072647,3.826783091,32.91729565,56,1098.1941
12.06761391,11.85468511,33.31566694,80,1036.7564
12.24186713,1.163003505,32.63965903,67,986.2283
12.50253115,12.36784197,33.6074368,63,942.6513
7.204325883,7.338159171,32.12973503,66,917.1786
12.85828606,9.155163487,33.5121765,69,898.5525
7.131435917,5.012224608,26.74431035,79,883.5186
1.44053353,9.980785153,33.01292616,75,898.3382
1.2513519,6.485471765,35.61209344,69,917.6998
10.10257283,4.545135748,29.84919767,75,1033.7912
1.536432066,1.541203842,33.0239392,61,1220.7781
2.188916994,1.884567774,28.65522086,74,1360.6455
9.502891065,11.08356737,26.43235871,66,1424.2357
6.247808806,11.28964943,33.36118958,67,1447.1545
12.60520784,3.573021625,28.58198321,60,1443.6939
4.534509746,2.683786011,29.21246608,55,1471.9474
1.691036534,1.467830025,29.41208895,57,1476.5739
1.807522101,4.200450855,26.9325326,77,1456.7079
8.209573062,1.833396942,34.66546292,57,1366.3884
2.124322411,8.493675151,28.89688197,78,1228.8708
9.667796901,8.870368866,33.13410442,74,1232.1654
4.436418804,7.709274671,27.68083227,74,1211.1949
4.985764422,4.635768273,33.3836942,55,1181.0512
10.372431,3.20866217,31.76016129,63,1133.2501
4.973259859,1.627768315,34.90999243,66,1074.3844
2.788205883,2.432920107,34.48411371,70,1007.2665
12.81505325,9.842703261,26.94109311,67,970.3767
4.541384155,6.644426842,29.3677245,58,954.0226
2.543587748,6.661057515,31.11159251,74,933.7406
3.520620997,1.610470647,35.18476593,65,917.1011
12.31531067,9.992238605,29.02954744,72,911.268
10.47304568,5.976687154,29.59242769,58,927.4581
11.89467028,7.836258597,32.30074994,56,939.9341
12.35606466,1.135308485,30.82999104,59,1052.5742
9.204141257,1.12525565,27.22895889,72,1232.5473
12.35214201,5.083171295,28.97155564,65,1351.5336
6.913034977,11.92476831,28.39331842,75,1456.9474
4.701895776,12.25950711,31.19575983,68,1458.099
9.71804618,9.740010088,26.81520826,79,1442.4243
1.69956577,2.398873363,31.48331666,74,1449.5299
6.720735097,7.103006644,25.25641674,65,1433.4813
9.71877397,5.470721742,35.1892621,64,1380.0214
11.39167449,8.333053435,25.94969708,55,1321.5847
4.139651151,5.443705266,31.13975458,58,1206.1117
3.591366495,10.17752743,33.78948343,64,1212.8491
7.717508673,7.456884759,33.84821656,66,1196.0489
1.435496452,6.308416306,32.82277786,57,1159.6063
8.201252617,0.11522393,29.8631857,61,1141.6525
1.608813366,6.658886659,28.47770144,58,1092.4285
10.01618476,8.381081366,34.57270985,63,1033.5194
5.362380983,5.744222242,30.90337854,69,1008.4029
7.164129453,7.00844586,35.50565434,63,953.2703
1.279311372,4.392455895,27.66419817,70,913.8484
12.86337108,11.19310447,31.52938066,71,886.9057
4.366749289,10.94998918,31.08035186,55,906.5942
11.43133886,11.29542016,27.73032637,69,926.1827
8.790116463,5.81049946,35.57189689,71,933.3929
12.43271996,11.48963166,29.42510961,56,1020.2094
10.0796537,11.67305276,27.31585751,59,1192.1581
6.92131351,11.64549563,34.51993613,55,1282.7577
5.59626178,8.47698998,32.31826273,68,1362.9883
12.53398533,12.69372132,30.10590233,61,1400.2716
10.91223485,0.329051467,28.19135186,64,1399.6592
1.046866242,2.49601057,33.95133572,66,1415.1465
7.656410595,6.050456718,33.04512217,73,1425.6309
9.791089701,8.409722369,29.05445133,64,1399.3385
11.07913495,3.763409468,32.17609648,72,1322.7243
4.304258088,12.00458136,34.02508007,74,1196.7893
12.4070539,7.913383039,33.81626392,75,1177.1433
11.48954084,0.091597021,35.56437099,57,1217.1621
6.953182054,1.076277472,32.12421073,74,1159.4884
10.26056926,5.311538578,28.93439531,62,1125.3567
8.567001228,11.49717313,27.22550371,65,1080.8335
2.750514574,12.1782958,35.43957849,56,1036.0302
3.81289487,9.211948405,32.21909456,71,967.2161
10.26264261,12.51197327,25.09270779,80,968.5689
10.50905342,7.355635425,28.82173921,79,919.9696
6.642884029,8.645088896,34.70079985,63,900.683
6.499958401,9.432739742,28.66327935,59,887.1948
9.299143926,10.0634528,35.99289319,74,894.5465
3.784906214,9.738963846,29.86111454,68,939.4745
10.56270546,11.89140383,28.69779933,77,1029.9243
2.067558368,11.36504785,27.95015272,78,1192.5079
2.399926861,11.84104477,34.07307046,67,1295.6597
9.838117998,7.575344785,30.9451315,64,1362.0753
6.932587215,0.99915082,35.62623911,63,1393.1365
10.55704865,1.174939205,28.05296666,66,1380.6543
5.438927195,11.24273586,26.32024381,77,1374.2628
3.045180529,2.439840215,32.77238372,57,1362.2693
11.81059672,0.093452918,35.4239497,62,1322.2975
5.887427912,2.477852709,29.22178958,74,1239.4388
3.508559818,3.861747469,27.96365232,78,1155.213
8.133276126,1.131031027,30.32484475,62,1186.6963
2.885277835,9.934694884,27.54575997,73,1210.2366
9.605163324,0.350515236,33.51441962,63,1147.4526
5.706081426,2.385115165,31.41318865,74,1120.8447
2.701041511,6.119471989,29.07273662,56,1069.1463
7.224389953,4.851012383,31.98879194,64,1024.2274
12.13958416,11.11459388,27.9711932,58,963.816
12.05966803,0.489100501,25.16792283,57,918.182
3.146854015,10.50666267,30.27124988,67,892.3819
2.900780947,1.595817554,32.32062747,80,877.2844
2.286244966,10.46243752,35.68889588,68,862.8613
7.616740842,6.125499837,28.97276571,69,847.2567
3.80663538,8.194760354,28.51902854,61,851.5046
2.651739891,1.229935567,27.33879933,59,911.4666
10.23839209,9.530811372,28.08005217,75,1031.0258
4.049292759,2.7835285,31.46696762,63,1122.959
5.651014848,11.70629602,31.8065535,79,1174.2232
3.446878631,7.740795093,29.07727519,60,1196.2864
12.56827395,6.85653992,31.20593778,73,1175.6091
8.781188639,7.427534987,25.76836329,62,1142.5126
6.736110414,7.258543133,28.0003311,61,1131.4155
1.657521289,10.37289588,27.07241944,70,1108.3184
11.46789354,8.815662617,25.33617295,65,1064.9148
4.579448044,11.43613524,35.36525654,75,1041.11
4.831828389,8.507399139,31.34403383,65,1074.9203
6.413829983,4.456391805,34.52868987,77,1090.9217
12.99844037,3.442901882,28.71435741,70,1073.7257
4.457197318,1.797624696,30.52542069,74,1039.5453
10.19307439,11.33816746,26.49436014,63,995.0939
9.708821042,9.611977944,31.59770613,66,947.0567
9.732232122,6.452982238,28.95745869,59,909.0724
9.419129552,0.420323424,28.81161851,65,886.7516
2.692277921,10.04925266,32.65754867,73,881.6221
2.946805135,2.599626023,33.56344758,56,854.9468
6.297679947,9.960967392,29.87819707,57,834.4891
8.608355702,12.27260736,34.4392261,72,826.144
10.20958996,3.737025565,31.12135222,76,800.9296
8.832659295,0.436271906,25.76459327,63,774.0134
2.577532772,0.078974216,29.79613254,68,858.6818
10.36200875,5.241010898,30.54561616,64,931.3904
3.375090552,9.235712774,35.36948274,56,986.784
2.987656553,7.023814746,30.76888008,77,1032.3104
1.857019536,0.059769178,32.87056393,78,1022.1531
11.11833172,7.014000369,30.75364664,56,1017.3754
9.763829808,3.904614494,35.94160661,67,1015.8573
11.30676164,3.195655942,30.54971078,70,1016.3893
5.014697416,1.86282762,33.65899956,57,1010.4936
3.362196247,10.71448227,35.80258887,57,1003.3968
11.93177618,11.91000063,25.34540001,57,1059.7039
4.745053137,9.689747642,27.28726989,65,1065.2475
10.95738035,2.564028638,26.80509466,67,1054.9267
6.632222549,4.009367613,25.81658943,68,1038.4146
9.093492324,8.809479519,30.28648925,71,1016.7235
2.759132573,6.512882218,33.23842203,72,1012.8988
5.669625548,10.9421973,30.10162,77,959.0116
2.357862495,9.609766936,34.22289263,60,880.5882
11.17591029,3.855757385,25.52065952,62,851.1215
10.64824636,5.236892348,35.1651206,63,833.8631
8.048620524,1.167850034,34.77711497,69,833.7543
6.863596324,5.227004771,31.33121506,61,870.6097
8.563061391,10.54748814,31.32925551,76,890.1301
8.372695413,4.410086899,28.01494551,57,982.9519
10.04698677,8.305461339,28.04118361,70,1210.6849
7.813177628,4.719294831,30.36278629,79,1314.1282
10.10308505,7.614625798,27.21113853,69,1406.5508
10.06167682,4.118979259,32.68621322,55,1415.3003
2.000204197,4.947143921,33.41904702,77,1406.0979
12.97623454,6.947579139,35.18960574,78,1441.7826
5.79751614,9.545914936,31.68563335,77,1433.6879
1.890421271,2.030768797,26.9777339,80,1392.8559
8.154675317,12.11623589,30.86260996,61,1327.5476
7.820281086,3.240650207,26.29393893,71,1213.3713
11.24211902,2.974186584,32.50672412,80,1195.2741
5.224352701,9.42176073,27.34525998,62,1179.7556
2.132297518,6.34110556,28.96510431,73,1129.5416
12.02933955,3.605118747,28.2797271,74,1085.3999
6.842264693,12.89330426,34.96988452,55,1036.7993
10.19762862,0.55987456,27.7920291,61,1014.2258
6.738530392,10.13689558,26.48529277,79,961.6354
5.632981298,4.34028932,28.45047721,56,883.7256
6.059849194,12.29839939,34.5208862,74,855.3336
5.369385669,11.89808574,27.46689913,78,832.9092
5.996859326,9.624560492,35.56382445,80,822.678
5.677584454,2.771183587,25.45534083,68,834.3291
1.293548807,0.850874934,29.2697156,80,860.0151
1.465867491,8.686547456,26.30525401,73,964.4737
10.25817574,5.203192771,29.37406018,79,1181.6389
4.216619888,4.486245178,30.61008027,76,1283.444
2.168972021,3.668727557,28.9898299,76,1349.594
5.306763576,8.973137653,29.384529,59,1393.4676
11.22162529,12.93294216,27.7984905,76,1377.4329
12.51828531,12.0727061,34.52794433,76,1385.6637
8.432636155,6.643954108,32.79302462,56,1383.2887
9.176246907,1.852022095,30.83885323,68,1352.0692
8.889817447,3.063458692,25.35858386,69,1287.1489
7.599076177,3.8489165,35.13439111,62,1173.248
12.5407029,11.43301574,31.87518251,67,1198.9178
3.309357475,1.411062948,26.52938894,72,1172.5061
3.109775921,2.274612787,32.47739403,77,1107.3206
8.831502944,11.65614298,28.27512664,70,1059.2369
12.18185654,4.018924863,32.22747175,62,1015.8175
7.833568079,12.5181601,35.99166575,77,977.3639
3.441681688,8.284575874,28.87472856,56,935.2402
9.336789294,3.616689701,26.04309207,70,859.0091
10.03802236,6.577193754,31.5424287,72,830.414
8.544788556,12.06786472,25.43023694,72,812.5156
9.188592116,7.304799228,35.32040597,61,813.6721
8.828309815,9.369314096,33.99729469,61,815.1595
2.25499904,4.974968126,27.3945457,75,880.9285
1.473052574,8.471635515,30.93211667,57,981.2672
1.304978546,2.899132301,34.88059891,80,1165.6423
7.408580164,4.734584985,26.55361741,61,1240.239
11.75563313,4.209276572,25.73910036,62,1338.6218
11.32906787,1.481071156,32.0176835,76,1368.8503
11.9479565,10.66979863,29.32468543,75,1354.8851
2.627692594,4.681404192,25.73969497,66,1383.6439
11.77476416,1.573220431,33.42012482,78,1392.0556
5.855756171,10.18827752,29.98118773,70,1352.2644
7.705263458,0.357382575,34.9458423,77,1299.7261
2.34237813,11.68961477,29.69784153,71,1184.4338
7.518368645,9.837257067,33.98397678,69,1183.8355
8.418722847,1.532710495,26.31106419,75,1178.5514
6.327975448,3.613921211,29.0711574,72,1139.3629
9.64932705,3.67679771,25.65341243,67,1076.4885
4.630666027,11.3452381,34.40117297,57,1021.898
11.90233406,7.294171071,29.20985494,65,1002.074
3.365380297,8.239012476,25.76040687,61,961.4447
4.729094556,2.26082189,33.88396826,60,889.6502
12.96454579,3.157093769,29.23079714,70,867.8406
1.052310208,4.898952765,25.6887068,78,846.8156
3.026644847,11.46463311,25.46925011,77,840.7279
4.346925574,10.84554925,31.65628415,66,839.8661
7.836428745,2.062619089,35.75375479,62,902.7975
1.839242954,6.982029399,35.47636645,69,991.4981
3.042158156,10.52909316,28.71227603,61,1161.8127
8.57682305,10.98440641,33.78115752,80,1271.0362
12.3265607,2.082327454,34.86011955,69,1327.1989
10.8907999,7.641578991,32.18496984,73,1373.452
12.79676661,12.3370468,33.36579707,59,1363.3484
10.41584015,2.082277259,28.82270247,64,1388.2038
7.523441706,12.88243448,25.63974149,76,1402.0434
10.55601807,8.880551205,27.54874943,78,1348.6144
11.10072068,4.887993811,25.80170864,59,1289.1745
12.23883637,5.203552794,33.12309073,76,1176.8976
9.866042332,3.039705777,31.12709559,69,1145.8117
7.820298595,11.62705932,31.65638848,80,1148.0541
9.53785913,2.763025918,35.1229892,65,1104.2189
9.758265858,7.847569058,31.38282466,68,1081.2243
10.59371764,12.08765689,26.152263,65,1011.6547
2.609073725,6.368833933,34.9497197,56,1008.318
11.65268093,4.920489263,31.99988965,56,964.9228
10.3392188,12.94818994,25.78704215,79,896.513
1.992728246,7.454766447,29.00139717,60,875.0788
7.373162744,8.012000534,32.26877137,58,856.1456
7.670235191,2.862424069,29.65612779,65,861.3259
5.620219823,0.117190481,26.50091112,66,866.2931
1.07704589,12.34441974,26.29648779,74,922.5536
7.1381142,6.476774844,27.30660259,80,1022.5215
1.476294698,5.674578866,27.30946514,80,1198.8038
1.724757504,3.017309827,33.12086806,72,1294.0633
7.452391017,5.727533217,27.47551821,69,1377.8942
4.76243202,1.674628621,25.50560302,60,1396.7702
1.339623314,12.9386268,33.83461891,56,1394.7901
5.92307706,11.91821051,28.1180827,68,1402.9209
8.798456647,6.104313031,29.01914047,64,1366.2013
10.38520732,11.38206836,25.26467385,80,1293.1245
12.12628934,12.75311934,33.49948198,62,1223.5003
11.94347275,7.915545513,28.14611866,78,1129.3467
8.905751272,6.123339808,32.72111455,79,1143.2534
11.55109972,5.628640025,31.67373803,59,1141.4636
10.69075463,10.82248497,26.43230824,73,1107.7908
6.582900468,4.134069874,29.52733741,78,1071.6725
3.296064021,7.410400545,31.8807265,78,1036.1285
6.004865136,0.521000043,31.71047989,79,1040.9801
8.158564877,2.576122679,35.95515508,77,991.0448
12.472159,10.34359962,26.58972779,78,914.5731
12.3062215,2.258703171,27.48431311,59,885.624
2.343909436,1.38574706,32.88393127,79,870.8789
8.040750653,2.939247228,34.33910883,72,875.9045
9.356451108,10.0247755,35.93463114,61,870.0662
4.892151329,5.14463669,26.28295463,62,857.9163
9.865468413,3.032304708,27.9095946,69,880.2306
5.899967545,2.560919541,29.95277721,72,980.0485
12.80438037,9.651409038,25.25112544,56,1044.919
2.664176278,5.320860192,33.75308845,67,1104.5938
10.9737754,4.16003595,29.73225093,80,1128.3579
9.838834585,2.714645788,32.7829315,56,1112.4993
2.842907183,5.720829765,25.95505948,80,1091.919
5.790233314,9.869719914,27.31342579,80,1074.3496
9.677681559,10.46173083,32.40879953,58,1063.1256
5.211420893,1.003360545,33.21151754,80,1029.86
10.45700648,7.552548098,28.50168804,66,1011.6091
9.268229737,4.182680006,26.72847857,62,1056.0223
7.77634113,6.290123122,28.03805052,71,1089.9817
6.159909918,3.965273429,29.81210839,64,1061.7636
3.90386432,5.241055529,34.00859273,68,1031.6292
9.495901449,9.01902583,34.00020206,66,1013.0005
9.967741363,8.934636152,30.31156155,55,960.9033
11.97039412,5.467806508,29.52800568,58,772.6091
7.370844239,6.335352128,26.83785178,62,777.7424
8.842061572,2.320171171,35.75242106,77,721.5908
8.024533646,3.298781752,27.19204914,67,726.2926
12.56706186,11.45940511,34.72288532,80,739.3178
8.030180898,7.26428263,26.12519012,55,891.8485
1.262782709,2.737089788,33.08866264,72,906.4375
5.179863346,9.258490063,25.25595984,77,903.3965
8.906817111,2.63608286,34.21029514,55,879.429
9.882158777,2.513713408,31.44272749,73,881.1719
11.34252474,1.743367834,25.00675135,74,963.7727
4.637597319,6.196753948,30.59231885,74,1040.6698
6.098424182,1.598123088,34.94138813,64,1034.9466
2.413669826,11.89995471,26.76291392,66,999.0671
11.08754973,11.94148272,34.59126154,61,935.3522
8.493434224,9.902880591,27.51897968,55,986.0491
4.741498593,8.929479807,30.03069807,60,951.7673
12.53159509,11.40524549,29.86480951,59,903.6628
4.744664707,4.50807871,29.41705772,55,982.2524
8.235695705,0.427585572,31.52012877,59,1087.0682
9.328772415,7.444230974,31.02405816,74,1065.3519
6.048916293,2.686975956,26.92645698,73,1031.6434
3.982552855,4.9782216,29.9642761,62,1011.4377
7.523650382,7.053370983,27.37538848,67,1018.7136
3.255231476,0.600192901,33.0199333,59,889.5827
8.709834518,9.287645466,27.8102494,79,855.1763
3.204073839,12.72642526,31.65700515,57,837.7922
7.599587024,4.732561184,26.93270586,55,810.3832
5.356148332,7.888209385,34.00770732,79,810.5143
2.635196146,10.74367442,32.43521628,60,809.4014
9.713906125,5.542167461,33.42515979,55,814.6222
2.081109499,1.430623518,26.03882828,64,821.2241
9.659957466,12.34899796,33.74798389,72,873.1331
6.141546606,4.293107161,27.34446844,66,933.1287
7.258974329,9.01015925,27.77508804,65,963.9245
9.183911659,12.58415251,26.59063508,76,978.2039
11.80070628,5.234857642,32.89542628,62,977.209
8.908154448,10.79627423,34.90295199,69,997.3467
12.67906226,1.105866574,25.74229077,70,995.8827
12.0484983,10.11036988,30.92042333,66,971.8595
6.035204704,3.997702571,34.95499236,73,948.933
6.933481272,1.273121876,26.2330339,72,938.3557
3.437549845,3.475014906,30.40792107,77,963.0348
2.539595722,0.17143653,29.41015017,65,1015.472
5.379311326,5.20143233,31.74261379,58,997.2683
1.100237785,7.316921391,27.93060565,70,979.3511
12.79129998,12.75587642,33.56623099,76,943.8603
12.11707861,7.268739826,33.38015853,63,905.4094
12.66812205,9.717601664,28.5312361,76,873.3848
12.34666105,0.927594624,26.79397741,61,848.9863
9.116659635,4.617314946,28.70369338,70,810.4006
2.308841827,1.404490232,35.45952496,80,815.7231
1.71266651,7.436378437,34.04253607,64,805.3756
6.798175722,6.627610203,26.59283298,74,803.2793
9.291705508,11.78196946,31.8020143,75,785.5114
3.544404091,6.06768271,28.10439062,62,783.8398
7.639010983,9.656279265,28.08210284,74,833.3384
11.28806923,7.256724286,27.01865034,69,869.8341
12.42605073,0.902864696,30.55092461,60,892.1747
2.996244932,1.641303005,27.25678628,56,912.4911
5.72702087,7.552923345,30.50284953,78,938.3994
5.533076646,11.92135727,31.51871135,59,928.9795
7.462821238,4.381183839,31.15191948,67,932.3028
7.890485178,5.952503107,32.57986413,59,937.1515
7.337784323,0.816027709,26.28645918,56,925.9918
8.929144228,3.280794118,32.43556738,71,901.5055
9.527080324,6.200517281,25.66872505,63,935.9921
1.916387772,2.698060961,33.38127466,69,987.0666
4.435358456,3.541982578,29.12151325,64,994.428
11.91047399,5.081273404,34.7656171,71,984.7525
7.836012925,4.038310918,29.96510457,59,937.2275
11.49144752,4.381952043,28.00957291,62,894.8361
10.09234847,6.441504327,29.57984131,73,861.3752
2.159315845,8.511828828,35.17104479,57,819.676
5.336222446,1.980532862,32.70552069,67,795.1622
3.740193612,0.811881906,33.81621726,63,784.8293
8.716450303,9.036655673,31.05427239,68,776.1898
8.870509931,11.60176332,29.77421834,55,782.2255
1.895021746,2.143513563,32.69831636,61,779.4305
3.670933902,7.773895646,27.93192626,78,844.4471
6.448251608,0.808073186,30.40124135,56,967.3872
6.689552121,5.840427509,31.03554925,57,1048.8244
5.681254058,6.476973148,30.27255868,70,1132.3127
11.89403873,5.414328618,32.77363335,80,1193.7127
7.40268938,12.63458385,35.38288721,75,1244.8451
6.135457552,12.67745889,30.33027677,60,1273.3592
4.053335544,12.67572166,34.85621138,59,1288.4816
4.290635136,6.163045666,26.31823391,62,1273.6278
9.529987187,1.302630961,29.41151303,58,1220.2693
8.319615466,11.39033739,32.50067707,71,1133.0232
5.139079685,10.17035968,28.85101267,76,1128.8242
4.747083238,12.24337596,30.1836347,79,1172.3439
4.62593301,8.460717766,32.08379372,78,1145.9714
7.03012641,2.78078197,31.45536444,66,1127.7028
2.199528926,4.083442902,28.68791458,57,1095.6666
2.000027188,10.67118547,25.58396534,77,1026.2453
6.550373995,9.234183362,25.17008273,68,946.7805
6.855659654,9.224181135,26.72832226,55,915.9275
3.927092299,8.150039613,27.2366881,73,894.4166
3.26128848,1.045350845,26.05675614,66,867.5152
3.703414161,2.079756021,30.44560615,66,862.1844
6.533325875,8.469616436,34.17589281,70,857.3655
2.874636807,4.538202545,27.98784564,59,869.9797
4.265958191,6.55371334,29.92350569,78,985.4632
3.738498207,4.931881075,26.37287711,61,1061.5641
11.0816757,4.218503782,25.36665475,67,1199.7622
1.624297605,3.365172059,31.81796857,55,1367.8344
1.394291011,0.885279496,31.5072223,69,1399.5449
8.289381575,1.029201222,35.1864371,59,1377.65
8.944371051,6.453672811,25.86702301,70,1411.5052
5.407424175,5.117662742,31.86013951,73,1411.4817
10.27150613,5.165112551,31.32839508,67,1377.4342
11.03381061,2.696407661,27.76021918,64,1286.3222
3.156404608,11.97491099,30.40926226,80,1175.7015
8.014527767,7.373367249,29.32553679,74,1150.4259
6.593654174,6.681344154,29.1711065,78,1183.1995
6.099342231,2.052727223,25.36563907,80,1143.2367
8.64980473,5.379823512,35.2083046,58,1100.7171
6.123204838,2.878644668,30.6945741,67,1058.9289
8.800958952,6.764371535,27.35409355,79,1007.1677
6.468311371,12.94412425,31.2480236,78,952.0052
2.331291996,11.63034135,28.66463027,70,917.9281
2.280734192,7.128300528,35.15989683,77,887.2816
7.823451127,5.30045943,31.85060159,65,869.448
4.806270701,6.25807398,32.27178138,75,860.3109
8.530672916,12.87464275,28.26496597,55,871.2114
4.638481361,12.39384126,27.6250959,62,887.9019
6.877178686,7.437988341,30.66130449,63,1013.1839
2.751606297,11.56040835,29.26258523,63,1203.015
11.79865234,9.961223331,28.87905209,77,1300.4006
5.070969866,6.994459586,26.96747942,57,1353.1345
6.126903552,12.38625964,35.51946776,57,1398.3059
4.275276694,9.548275148,32.37241844,69,1408.1403
12.08388763,3.589090528,31.51096097,72,1420.6684
6.187784873,2.753053563,31.55009845,65,1420.8429
12.75853499,6.209719103,31.22503559,78,1387.0383
9.307707844,10.41786712,33.37594762,78,1312.4145
11.84386157,3.421285571,29.34237014,59,1195.8178
2.262307971,2.4327845,32.432803,68,1164.6832
8.196930065,9.011584127,30.53324064,67,1202.7658
10.39956015,12.43747524,25.89007024,80,1167.2806
8.511294357,2.179878598,26.35670805,70,1137.9367
5.581576588,9.273551921,31.83463574,58,1092.3741
10.21728126,10.78822167,26.38465492,56,1045.4603
11.69780478,7.275314025,32.67989911,80,968.822
12.4051778,10.06687198,31.6800861,75,922.6756
11.59718857,4.084499433,31.7488417,65,896.4288
6.638413303,5.939024187,32.01963939,72,866.6465
11.18235805,6.607380491,33.63944555,73,857.6267
4.529502061,2.533085669,31.51583361,78,866.4971
7.225528777,7.742934732,28.13857129,71,853.7283
2.40536956,0.133569459,35.0328591,79,878.0682
6.006343859,8.118453633,31.5772656,73,1003.9349
6.156218788,5.253005282,30.06801574,55,1100.6445
11.35688319,0.844179739,27.12863186,61,1184.1226
11.85849541,12.82469286,30.35919975,72,1200.6834
10.909595,9.605752515,30.90729949,61,1161.8946
2.045709615,3.139794316,27.50934034,55,1145.324
5.396489193,9.772533721,33.05380669,60,1137.0279
2.548537218,1.26638092,28.71570459,65,1123.5821
2.34644292,5.019754037,30.36012975,72,1087.5582
7.034020099,1.747203645,26.82831077,57,1054.3335
4.080803392,2.038331596,35.52740322,60,1066.5101
12.38155211,11.03744197,30.29652659,73,1123.9603
5.63028364,4.406990742,35.51097283,78,1098.3911
2.642012618,7.061570261,33.61369341,70,1053.0281
6.684283475,5.007471825,29.68335063,77,1016.7001
11.61105414,0.618543904,28.52801568,76,967.0272
9.892879174,10.26921225,26.4146781,58,926.2419
9.835975476,9.641523403,30.38362254,68,891.9459
5.808746657,12.48389978,29.06137123,62,844.0458
4.07912337,7.087095087,31.6075829,78,852.8068
5.972250002,2.20858871,29.90224083,73,841.3477
12.01973803,9.076731533,27.38301069,68,832.6966
5.727652306,11.84016407,33.67665438,75,807.416
4.163590388,7.332648943,25.22143127,61,795.2786
11.05475425,12.8016389,28.6037722,70,855.5199
6.464033588,7.390068004,28.99881616,66,919.6283
8.432019137,7.213283665,27.16266637,55,979.7815
1.054720584,9.907472746,26.5455855,55,1018.5656
5.907302173,2.673125965,25.07892993,72,1030.271
8.945729987,3.456285592,34.84411576,69,1042.2174
10.21912591,5.565193742,34.1102792,69,1033.807
1.876943183,3.154817566,28.07296349,61,1044.1433
7.033480239,0.829517175,27.54792401,58,1029.8046
11.0235336,5.379200351,32.22345498,57,1026.5009
4.025735861,0.936368655,33.2411254,59,1044.1395
11.87419033,8.82916945,35.96691247,76,1102.019
4.362912367,11.65224669,29.52687629,68,1102.5413
